# 酒: ガラス製のコップ。洋風の杯。, 眼鏡: めがね。サングラス双眼鏡。オペラグラス
眼鏡	グラス	メインで使いたかった部分は、しっかりした14mmBグラスの先端部分、そのパワーをそのままに、元部分は、今まで同様13mm程度の強さを残せばOKだと思うので、1
その他	グラス	住宅1軒にまるまる使ったらいくらになるか、まだ試算したわけではないので何とも言えない部分もありますが、単価から考えるに断熱材費用が数倍にふくれあがる感じがあります(グラスウールに比較して)
酒	グラス	飲み放題ということでわたし自身は乾杯のビール(グラス1杯)に始まり、早々と冷酒(2合)へとルート変更、実際のところあんま美味しくなかったので飲み干したところで芋焼酎(ロック1杯)へとレーンチェンジ、飲みやすいものの食べ物が少ないので軽めにジントニック(グラス1杯)、梅酒(ロック1杯)、グリーンアップルサワー(グラス1杯)へとシフトダウン
眼鏡	グラス	僕は目が悪いんで眼鏡の上にクリップオンの偏光グラスをつけてるんだけど、風向きが悪くって、その眼鏡とグラサンの間に雪が降り込んで凍っちゃうんだな
酒	グラス	デザイナー・カクテルグラスに注ぎ込まれたこの最上級のカクテルは、バニラとチョコレートのマティーニで、バニラ・フレーバーのウォッカ、200年前の幻のコニャック、23カラットの金粉が隠し味となっている
その他	グラス	ちなみにグリーングラスは12番人気で単勝5250円もついているが、テンポイント、トウショウボーイと同年であってみれば、それも当然の配当額であろう
その他	グラス	得忘れぬ面影に肖(に)たりとは未(おろか)や、得忘れぬその面影なりと、ゆくりなくも認めたる貴婦人の鏡(グラス)持てる手は兢々(わなわな)と打顫(うちふる)ひぬ
その他	グラス	グラス理事長の一人娘というだけでなく、その厳しい指導方法でも恐れられているキャサリン・グラスの拳は、確かにアルトたちの口を確実に塞いでしまった
その他	グラス	グラスホッパー〜グラスホッパー物語2春編〜(テレビバージョン) ※収録予定内容の為、発売の際に収録順・内容等変更になる場合がございますので、予めご了承下さいませ
その他	グラス	グラススタジオ「ザックリハウス」では、国内外の有名なガラスアーティストを招いて、バーナーワークのさまざまなイベントワークショップや体験イベントを開催しています
その他	グラス	(社)福井県眼鏡協会が開設した東京ショールーム「グラスギャラリー291」のオープンセレモニーが、11月19日(水)、東京都南青山で開催されました
酒	グラス	(ワイン等を飲むときには、グラスに手の体温を伝えないよう足の部分を持ちますが、チタンの二重グラスでは直接手で持ったとしても、体温をワインに伝えにくくなっています
その他	グラス	オートミールとアンズ核がお肌の汚れを取り除きすっきりと自然な輝きに☆レモングラスの香りでさわやかに♪[SPASIAMフェイシャルスクラブレモングラス]
酒	グラス	さて、飲んでみた感想・・・飲む前に父が「ワインは高かろうが安かろうが差がわからない」といっていたのですが、 まぁ、安すぎたらさすがにわかります、でも確かに高くてもまだ私にはそれほどわからないかも(^^;; 試しに何種類かグラスに入れて並べられたら絶対にわからないと思う
その他	グラス	「アイスビレッジ」を出ると姿を消してしまうグラスであるため、多くの人が先程の「インフォメーションドーム」の展示に自分のグラスを加えて帰るのだが、そのままの状態で全国どこにでも郵送することも可能とのこと
酒	グラス	自分は、大きめのグラスに牛乳200ccに対して、MILMIXを100ccで作って、それに氷を多めに浮かべて試してみたのだが、いやはや、これが本当においしいのなんのって
酒	グラス	部屋のあちらこちらに散乱した衣服や書物、手付かずのままに黴の生えたパンの残骸やもとが何であったのかわからぬ色をしたグラスの中の液体などを、折り畳んだり一ヶ所に集めたりして整理しながら、ディズラッド・アーリーンが彼に近づいて来る
その他	グラス	目下2連勝中のシーキングザベスト、昨年の覇者リミットレスビッドら上位人気を抑えて根岸S(GIII)を制したのは、11番人気の伏兵ビッググラスでした
酒	グラス	心とは裏腹に「さっすが、ぶちょ〜」なんて作り笑いで持ち上げつつ、グラスが空いていないかを常に確認、死ぬほど興味ない話にもうなずき、説教も神妙な顔で聞く
酒	グラス	どんな日本酒に対しても完璧な唯一無二のグラスなんてものはあり得ないけれど、この新タイプのものは大吟醸をさらに美味しく感じさせてくれ、手に握る感触も良いし、日本の食卓に置いても浮くことがない
眼鏡	グラス	初めて行く磯の場合、暗いときは仕方ないが、明るければその付近で一番高い所から、偏向グラス(サングラスは駄目)で、磯の形・シモリ・潮流・潮目払い出しの状態を見て、目指すポイントが決まれば撒き餌で、チヌを如何に誘い出すかを考える
酒	グラス	グラスの底部分がコマのようになっていて置くと安定しないグラスが、軽く揺れることで氷とお酒が混ざりあい、焼酎や、ウィスキー、日本酒など、お好みのお酒も一段と美味しく味わえます
その他	グラス	このとき、柄付き針でスライドグラスの端に運んでいった後で、針をスライドグラスに密着させて毛細管現象で染色液を吸い取るようにして中央に移動させるとうまくいきます
酒	グラス	「アブサンのグラス」(1914)では、彩色がほどこされたブロンズ彫刻と、アブサン酒をのむときにつかう銀製の器具がくみあわされ、60年代のポップ・アートや、ピカソ自身が後年制作した「マントヒヒと青年」(1951)などの既製品を利用した作品を思わせる
酒	グラス	札幌ではKITARAだとホール内で幕間にワインを飲むときもグラスで楽しめるし(昨日のはプロデュースそのものが市民団体などによるものらしく、手作り感が溢れていました
