# 気象: 気象で、寒・暖二つの気団が地表面で接触する線。温暖前線・寒冷前線・閉塞前線がある。↓ふれんぞくせん。, 軍事: 戦場の最前列の、敵と直接に接触する線。第一線。⇔後方。
その他	前線	そしてこの後も運動量を落とすことなく前線からプレッシャーをかけ続けて、栃木にスペースを与えず、乾、カイオのキープ力で時間を使い、逃げ切りに成功した
軍事	前線	中国人も公安に与する人は限られてますし、前線でストを率先してるのはたいてい餌につられてる人ばかりなんで、与しないスタッフの中から優秀なのを見つけて味方にして日頃からコントロールしておけば、そう大きな問題にはなりにくいのですが
気象	前線	このような山合いの沢では、ふだんはわずかな清水が流れる程度でありますが、雨が降るとすぐに水かさが増して、梅雨前線や台風等の集中豪雨の際には水が沢をあふれ、うなりを立てて川に下ります
軍事	前線	まず悪であるミケーネが日本を狙うのは、地上を支配するための前線基地を作るために、海に囲まれていて山が多い日本が天然の要塞として都合がいいのだと説明されているし、そのプランも安保によって米軍が介入してきても、他国のために全力では反撃してこないことまで計算に入れているのだ
その他	前線	青年コミックショウネンセイネンコミック日本出版販売ニホンシュッパンハンバイ小山田いくオヤマダイク五百羅漢ゴヒャクラカン画面が切り替わります(1)ゴヒャクラカン001コミックコミックコミックコミックebookjapanイーブックジャパン少年・」五百羅漢 :ふるやのもり」:さよなら香乃ちゃん」:呪雨前線」:風舞人」:記念樹」
その他	前線	東京、名古屋、大阪の前線基地に配置される職員により年間を通じて行われている企業訪問と、進路担当教員による企業訪問が互いに相乗効果を生むように、企業報告書システム等を活用した情報の共有を更に進め、訪問先の時期や訪問目的を見直す必要がある
軍事	前線	一族の鴛鴨松平家の松平親久、松平忠久は上野に近い鴛鴨村(当時は押鴨)の鴛鴨城(豊田市鴛鴨町)を徳川方の前線拠点として守備し、初陣を飾った榊原小平太らのめざましい活躍などによって何とか永禄8年に鎮圧した家康は、この城に「上野七人衆」と言う在番衆を置いてこの地を統治しました
軍事	前線	戦国時代以降、足軽が新たな戦闘力として認識されると、戦国大名の軍制は備を基本としたものへ変貌し、その中で騎馬隊は備の一隊として足軽隊の形成した前線の突破、又はそれらに対する逆襲が主な任務とされた
軍事	前線	父は、厳しい前線勤務の経験と負傷によって精神的に傷ついていましたが、公式軍隊記録があからさまに述べているように、1918年12月12日、すなわち、コンピエーヌの森での屈辱的な休戦ののちに、「軍務を解かれ給付無しで、ライヒオルドスグリュンに戻って」いきました
その他	前線	現状では一から両手ウォリを育て始めても、前線で戦えるようになるには結構かかりますね(レベルはそれなりに無いと痛い、回避の慣れなどの習得の時間など)
軍事	前線	一般的な軍事用語で前線もしくは戦線(英:frontもしくは、battlefront)とは、敵の兵力との間で武装して対峙している境界のことを示す
