# 通貨: クレジット　カード・キャッシュ　カード・プリペイド　カードなどの総称。カード社会の弊害, トランプ: トランプ。, スポーツ: （野球などの）試合の組合せ。好カード
その他	カード	オンラインゲーム プロ野球オーナーズリーグを始めてみました無料でもできましたが、コンビニなど選手カードを買ってやることもできるみたいですまだ買ってませんが・・・カード集めてオーダー作ってリーグに参加して戦うゲームのようです試合中采配できないってのはちょっとマイナスですがシンプルに遊べる・・・っていう意味ではいいかもしれません監督気分っていうよりGM感覚ってとこでしょうか [続きを読む]
その他	カード	能力は対象を浮かせることで、「翔」のカードのように素早く思い通りに飛ぶことは出来ないが、複数の対象に同時にかけられる、静かに移動できるなどの利点がある
その他	カード	また、歴代アントラーズカード500枚展示や歴代選手フィギュア展示会、選手お宝展として本山選手の勝負シューズや中田選手の日本代表サイン入りユニフォーム、小笠原選手のらーめん満男Tシャツなども開催中です
その他	カード	盗賊の棺桶@勇者の代わりにバラモス倒しに行くことになった、DMカード(青眼の白龍、マジックシリンダー)@遊戯王DM(残り1時間程度で再使用化)、
その他	カード	それと、なんだかんだ言っても新規でカードを取りたい方が、こんな店にでも毎年15人以上も 来てくれるのですから、こりゃあもうやめることなど出来ないな・・・と感じています
通貨	カード	私が7月に東日本でカード払いの切符を東京駅で変更しようとした時、東日本の窓口のあまりの行列に辟易して、がらがらの東海窓口で変更したのですが、係員はゴム印で元券に証明していたので、気になりました
トランプ	カード	サギ成功:めくったカードが、カードを出した人が申告したものと同じカードだった場合、サギ成功となり、「サギ」を宣言してしまった人は山札から2枚とり、手札に加えます
その他	カード	今大会は高田総統が「めんどくさい」と対戦カードを投げやりにシャッフルしてしまったせいで、高田モンスター軍、ハッスル軍の枠を超えた、普段では絶対に見られない異色のカードが実現
その他	カード	最初に入った所にあるエリアでは、ドミニオンの新作やカルカソンヌのカードゲーム版、カードカソンヌ、更には子供向けゲームで最優秀賞を取った「Das Magische Labyrinth(魔法使いの迷宮)」がハバを効かせている
その他	カード	息子は友達と公園で遊んで帰ってきたのはいいのですが、ムシキングのカード一式を「もういらないから」と 「欲しい欲しい」といった友達にあげてきたとのこと
その他	カード	他のセプターの手札に、大量焼殺スペル対策のカードがほとんど入っていなかったことから、この手のブックは今大会では珍しいものだったのではないかと思われる(マスファンタズムやクレイアイドル、ジェイドアイドルなどを出されるとこのブックはかなり辛い)
その他	カード	さて、今回の内容も前回に引き続きコミュニケーションカードを使った(いわゆる)4つのタイプ分けでしたが、今回はオープンエンドの宍戸美香コーチと、子育て応援家のうはらともこコーチがタイプ別の代表として爆笑デモンストレーションを繰り広げてくれました
その他	カード	絵・カード ★ 主体性を持って状況に対処するために【黙想カード&日本語解説書セット】 現代的で、はっきりした色使いのイラストに、これまたはっきりしたメッセージの書かれたカードです
その他	カード	ちなみに、カードの想像図の中にジャミラとファイヤーモンスがあったことからSILVERさんのご指摘のように、新たに怪獣のグラフィックが描かれる可能性は高いです(現にブラックキングが書き起こしの可能性が高いので)
その他	カード	自分の手札が0枚の場合、このカードがこのカードよりも攻撃力の低いモンスターと戦闘を行う場合、ダメージ計算を行わずそのモンスターを破壊し、自分は破壊したモンスターの攻撃力の半分のライフを回復する
その他	カード	今日は誰が決めたのか「孫の日」でした ゴルフから帰ってケーキとプレゼント(野球カード付きポテトチップス=63円)を持って行きました 中日×阪神戦を観戦 中田が出たところで兄孫君もアキラメだ
その他	カード	上級ルールではさらに各絵札に役割が与えられ、Jは一巡の間J以外のカードを出せず、Qは同じスートの札をもう一枚出すことができ、Kはスートの変更を行える
トランプ	カード	その豆本はパン屋を営む老人ルートヴィヒによって書かれたものだが、そこには一八四二年に南の島で遭難して、トランプのカードが人の姿で動きまわる不思議な島に漂着した船乗りハンスの物語がつづられていた
スポーツ	カード	ギドが突然フォーメーションを変えたことで印象に残った昨年の同カードでしたが、決して下を向くような試合内容ではなく、将来を模索する気持ちで果敢にトライしていましたし、途中から躍動感ある攻撃を見せてくれました
スポーツ	カード	今回、新たに発表されたのがウェルター級5分2ラウンドで行われる臼田育男(日本/総合格闘技木口道場)vs近野淳平(日本/ロデオスタイル)のカードである
その他	カード	でも、今回のグラグラは、正式に自然系と書いた、カードが商品化され、日本中にあります、苦情や返品、尾田先生からのNG、ジャンプ本誌で謝罪広告もだされていないので、
その他	カード	一世を風靡したRIVA TNTの後継GPUを使用したカードだが販売元のダイヤモンドマルチ メディアシステムズはヴィデオカード事業から撤退し社名もSONICblueに変更した
通貨	カード	(1)カードの利用断り (2)カードの利用停止 (3)カード貸与の停止によるカードの返却請求もしくは回収 (4)加盟店などに対する当該カードの無効通知 (5)当社が必要と認めた法的措置
その他	カード	このカードが発動している間、自分はドローフェイズにカードをドローする前の手札が0枚の場合、通常のドローに加えてデッキから2枚ドローする事が出来る
通貨	カード	「ICカードの普及等によるIT装備都市研究事業」では特に公共分野において共通的に利用されることを想定し、マルチアプリケーションICカードシステムの研究開発を行うとともに、本システムを行政・民間アプリケーションに組み込んで、全国21地域(54市町村)において実証実験を行いました
スポーツ	カード	対戦カードだけ見ると地味な印象のある「息吹」だが、全5試合の内容は、他団体の興行よりも熱く、吉田の考えていた「若い選手の息吹を感じてほしい」のコンセプト以上に、参加したベテランのプロレスへの思いも感じられる興行となった
通貨	カード	旅行会社に行けば、普通乗車券や特急券などは一般カードで買えるのだが、 定期券や回数券、オレンジカードなど、 駅のみどりの窓口でないと買えないというものもある
通貨	カード	このシステムによりお客様のカード番号は、当店を介さず直接、提携カード会社に送信され即時、審査・決済されますのでお客様のカード番号は外部に流出することはありません
