# コンピュータ: 計算機で、指定した任意位置に対し読み書きできるようになっている記憶装置。ｒａｎ?ｄｏｍ　ａｃｃｅｓｓ　ｍｅｍｏｒｙの略。↓ロム, 食事: 子羊。また、その肉や毛。ラムステーキ, 酒: 糖蜜に水を加え発酵させて造る蒸留酒。ラム酒。
酒	ラム	ラムとミントとライムを使ったカクテル「モヒート」、ブランデーとカカオリキュールの「ダーティーマザー」、スコッチとドランブイの「ラスティネイル」好みだが少し甘みのあるカクテルが向いているように思う
酒	ラム	ラムとギムのおなかの調子はすっかりよくなってますで、例の疑惑のものはウォッカは大丈夫なので3匹で分けるのをウォッカだけにあげたそしたら1回だけ粘膜便をしただけで終わった
酒	ラム	♪ コーヒーと並ぶジャマイカの特産品がラム酒☆「rumbullion(興奮)」の頭部分が語源とされています☆ ラム酒をベースにフルーツなどを加え なんと イベントでは全国各地の「道の駅」の特産品が販売されています
食事	ラム	ちょうどラムから運んできたカニがあるからと言われてそれをブラックペッパーで炒めてもらったのだが、これはあのマングローブに棲むカニ、西表島などで食べるガザミが3倍くらい大きくなったという感じのものだった
酒	ラム	平成16年(2004)からグレイスラムはサトウキビ開拓の歴史を持つ南大島で島の恵みをめいっぱい取り入れた美しいラム酒を愛情込めて1本1本造っています
その他	ラム	ワット社のデレク・ジョンズ(Derek Johns)氏(左上のはめ込み写真)のもとには、ライオンの着ぐるみに身を包んだパフィンの広報担当者イアン・ラム(Ian Lamb)氏が、ライオン・チョコレート・バー(Lion、ネスレ社のブランド)を箱一杯持って駆けつけ、これにはラム氏もすっかり参ってしまったようだ
酒	ラム	ちょっとこるなら、鍋に少量の水を入れ、沸騰したらイチゴジャム、レモン汁、ラム酒を少量入れよく溶き、荒熱を取ったら、冷蔵庫に入れて冷やし、ヨーグルトソースを作ってもOKです
食事	ラム	地球のみんな久しぶりだな† 私はクックマンだ 今日は差し入れが多い日だな ダイエット中のクックマンに吉田てくろうが差し入れてくれたラムカレー お店が終わったらカレーパーティーをしよう 次はあなたのところにクックマンが現れるかもしれ
コンピュータ	ラム	これは、パソコンのレベルではなく、まだ汎用プ ログラムが未熟だったころに、2000年の年号を認識させる手段を持たないまま‘99年 までの計算しかさせていないことによる2000年のプログラムの爆発による全地球的な 規模でのシステム破壊現象である
酒	ラム	素材にこだわったマダガスカルバニラ・ショコラ・ストロベリー・アールグレイ・フレンチラムレーズン・手摘み抹茶と6種類あるなかの、抹茶とラムレーズンとショコラを、3個買うとバッグがつきますとのことで
